0.28,0.55,10.07,-0.56,-2.23,-2.24
0.32,0.54,10.10,-0.70,-2.23,-2.32
0.30,0.54,10.07,-0.35,-2.22,-2.17
0.30,0.54,10.10,-0.45,-2.45,-2.08
0.33,0.51,10.09,-0.64,-2.38,-2.29
0.28,0.51,10.10,-0.80,-2.42,-2.12
0.26,0.55,10.09,-0.61,-2.56,-2.45
0.31,0.53,10.11,-0.41,-2.14,-2.33
0.30,0.52,10.07,-0.65,-2.29,-2.24
0.28,0.51,10.11,-0.24,-2.46,-2.29
0.34,0.54,10.11,-0.52,-2.65,-2.45
0.28,0.53,10.10,-0.50,-2.51,-2.53
0.28,0.52,10.07,-0.48,-2.30,-2.18
0.29,0.56,10.12,-0.62,-2.54,-2.25
0.28,0.53,10.12,-0.62,-2.33,-2.34
0.27,0.58,10.03,-0.41,-2.48,-1.96
0.29,0.57,10.11,-0.49,-2.55,-2.14
0.31,0.56,10.08,-0.60,-2.11,-2.46
0.32,0.55,10.06,-0.66,-2.08,-1.97
0.26,0.53,10.11,-0.58,-2.19,-2.45
0.29,0.53,10.05,-0.50,-2.16,-2.32
0.32,0.58,10.08,-0.59,-2.06,-2.08
0.30,0.54,10.09,-0.82,-2.39,-2.11
0.33,0.53,10.03,-0.72,-2.21,-2.12
0.29,0.57,10.09,-0.35,-2.39,-2.19
0.32,0.55,10.13,-0.45,-2.12,-2.10
0.25,0.54,10.12,-0.57,-2.40,-2.04
0.28,0.54,10.10,-0.70,-2.30,-2.08
0.33,0.57,10.05,-0.63,-2.55,-2.03
0.28,0.58,10.06,-0.44,-2.42,-2.13
0.30,0.56,10.08,-0.42,-2.41,-2.19
0.28,0.55,10.08,-0.48,-2.32,-2.05
0.28,0.58,10.08,-0.54,-2.41,-2.23
0.29,0.53,10.04,-0.36,-2.33,-2.25
0.30,0.54,10.15,-0.84,-2.38,-2.19
0.28,0.52,10.09,-0.56,-2.42,-2.14
0.33,0.57,10.04,-0.48,-2.22,-2.51
0.33,0.52,10.10,-0.42,-2.22,-2.35
0.31,0.54,10.12,-0.61,-2.21,-2.18
0.33,0.56,10.13,-0.54,-2.47,-2.51
0.26,0.55,10.07,-0.64,-2.18,-2.27
0.26,0.55,10.11,-0.40,-2.55,-2.18
0.29,0.52,10.12,-0.69,-2.46,-2.36
0.31,0.55,10.11,-0.57,-2.29,-2.36
0.28,0.56,10.05,-0.48,-2.45,-2.26
0.28,0.59,10.11,-0.63,-2.52,-2.04
0.29,0.54,10.14,-0.45,-2.39,-2.41
0.32,0.55,10.09,-0.56,-2.52,-2.40
0.30,0.54,10.10,-0.68,-2.44,-1.96
0.29,0.55,10.12,-0.55,-2.29,-2.25
0.31,0.57,10.09,-0.52,-2.42,-2.31
0.27,0.54,10.04,-0.66,-2.38,-2.19
0.31,0.56,10.09,-0.43,-2.33,-2.22
0.29,0.57,10.12,-0.33,-2.40,-2.45
0.28,0.57,10.14,-0.54,-2.61,-2.00
0.33,0.55,10.10,-0.49,-2.35,-2.17
0.31,0.54,10.05,-0.29,-2.75,-2.32
0.31,0.55,10.12,-0.69,-2.45,-2.16
0.31,0.54,10.12,-0.42,-2.44,-2.15
0.25,0.53,10.12,-0.62,-2.34,-2.28
0.27,0.52,10.08,-0.54,-2.15,-2.38
0.31,0.57,10.12,-0.35,-2.64,-2.28
0.30,0.58,10.05,-0.52,-2.34,-2.24
0.27,0.55,10.10,-0.48,-2.48,-2.62
0.32,0.53,10.08,-0.50,-2.15,-2.13
0.29,0.54,10.06,-0.65,-2.35,-2.42
0.32,0.50,10.10,-0.58,-2.46,-2.21
0.25,0.52,10.08,-0.68,-2.38,-1.87
0.30,0.51,10.08,-0.52,-2.29,-2.12
0.34,0.58,10.11,-0.75,-2.26,-2.35
0.30,0.54,10.07,-0.42,-2.22,-2.32
0.28,0.54,10.11,-0.55,-2.22,-1.95
0.29,0.52,10.09,-0.60,-2.30,-2.15
0.29,0.55,10.07,-0.72,-2.31,-2.16
0.29,0.56,10.10,-0.65,-2.46,-2.33
0.31,0.57,10.06,-0.53,-2.55,-2.47
0.27,0.55,10.14,-0.43,-2.11,-2.44
0.29,0.53,10.11,-0.37,-2.28,-2.34
0.32,0.55,10.13,-0.52,-2.18,-2.11
0.33,0.53,10.05,-0.57,-2.22,-2.16
0.32,0.57,10.06,-0.55,-2.37,-2.28
0.31,0.56,10.04,-0.75,-2.04,-2.51
0.29,0.54,10.11,-0.33,-2.08,-2.27
0.33,0.54,10.08,-0.55,-2.34,-2.12
0.30,0.56,10.08,-0.60,-2.32,-2.21
0.29,0.54,10.15,-0.53,-2.20,-2.44
0.28,0.56,10.05,-0.43,-2.52,-2.28
0.29,0.53,10.10,-0.59,-2.28,-2.30
0.32,0.53,10.07,-0.60,-2.14,-2.22
0.28,0.54,10.14,-0.53,-2.29,-2.25
0.31,0.55,10.07,-0.56,-2.48,-2.24
0.29,0.57,10.08,-0.54,-2.32,-2.08
0.30,0.53,10.07,-0.42,-2.28,-2.15
0.34,0.53,10.08,-0.42,-2.22,-2.23
0.28,0.54,10.08,-0.72,-2.53,-2.12
0.28,0.55,10.01,-0.28,-2.32,-2.11
0.29,0.54,10.12,-0.33,-2.48,-2.24
0.27,0.55,10.12,-0.55,-2.28,-2.14
0.30,0.54,10.10,-0.50,-2.48,-2.34
0.30,0.52,10.09,-0.56,-2.38,-2.32
0.26,0.54,10.10,-0.44,-2.65,-1.88
0.31,0.56,10.10,-0.41,-2.18,-2.28
0.28,0.54,10.08,-0.67,-2.64,-2.16
0.31,0.53,10.08,-0.76,-2.50,-2.35
0.26,0.55,10.06,-0.58,-2.52,-2.12
0.29,0.53,10.04,-0.46,-2.42,-2.33
0.32,0.54,10.09,-0.49,-2.29,-2.28
0.32,0.56,10.09,-0.58,-2.27,-2.03
0.31,0.51,10.09,-0.49,-2.19,-1.96
0.30,0.55,10.10,-0.73,-2.47,-2.23
0.24,0.53,10.09,-0.78,-2.10,-2.32
0.28,0.54,10.14,-0.42,-2.55,-2.31
0.30,0.54,10.06,-0.55,-2.45,-2.31
0.28,0.52,10.10,-0.62,-2.15,-2.17
0.31,0.53,10.01,-0.46,-2.19,-2.35
0.28,0.55,10.06,-0.54,-2.14,-2.27
0.29,0.55,10.06,-0.67,-2.52,-2.42
0.28,0.55,10.12,-0.46,-2.20,-2.38
0.32,0.56,10.07,-0.64,-2.45,-2.18
0.27,0.56,10.12,-0.42,-2.18,-2.32
0.27,0.54,10.15,-0.65,-2.38,-2.18
0.25,0.55,10.13,-0.48,-2.28,-2.25
0.28,0.63,10.12,-0.38,-2.15,-2.38
0.31,0.52,10.14,-0.71,-2.41,-2.22
0.29,0.57,10.07,-0.62,-2.42,-1.93
0.30,0.52,10.12,-0.68,-2.39,-2.08
0.28,0.53,10.05,-0.43,-2.37,-2.28
0.33,0.56,10.12,-0.36,-2.48,-2.34
0.28,0.55,10.03,-0.82,-2.45,-2.52
0.28,0.55,10.06,-0.46,-2.22,-2.35
0.30,0.56,10.08,-0.45,-2.58,-2.08
0.27,0.54,10.09,-0.65,-2.35,-2.26
0.32,0.55,10.08,-0.21,-2.19,-2.24
0.28,0.54,10.12,-0.73,-2.37,-2.25
0.29,0.53,10.05,-0.62,-2.21,-2.32
0.31,0.57,10.07,-0.35,-2.69,-2.11
0.27,0.56,10.09,-0.50,-1.99,-2.34
0.34,0.51,10.07,-0.18,-2.42,-2.24
0.30,0.54,10.05,-0.84,-2.47,-2.22
0.30,0.53,10.05,-0.44,-2.30,-2.21
0.29,0.53,10.11,-0.40,-2.55,-2.32
0.35,0.55,10.13,-0.32,-2.32,-2.35
0.29,0.55,10.10,-0.84,-2.12,-2.37
0.27,0.56,10.07,-0.55,-2.55,-1.96
0.31,0.51,10.11,-0.60,-2.58,-2.29
0.32,0.54,10.06,-0.40,-2.41,-2.24
0.30,0.54,10.10,-0.45,-2.32,-2.25
0.28,0.55,10.10,-0.72,-2.28,-2.38
0.27,0.55,10.08,-0.40,-2.45,-2.32
0.29,0.53,10.10,-0.45,-2.28,-2.22
0.26,0.58,10.06,-0.49,-2.19,-2.42
0.25,0.55,10.13,-0.52,-2.24,-2.30
0.28,0.55,10.07,-0.55,-2.21,-2.28
0.30,0.58,10.07,-0.52,-2.58,-2.13
0.28,0.58,10.10,-0.61,-2.42,-2.31
0.30,0.58,10.06,-0.50,-2.36,-2.05
0.28,0.56,10.08,-0.52,-2.45,-2.21
0.31,0.55,10.07,-0.43,-2.18,-2.45
0.32,0.54,10.04,-0.36,-2.63,-2.32
0.26,0.57,10.07,-0.71,-2.41,-2.19
0.32,0.54,10.14,-0.61,-2.42,-2.12
0.33,0.57,10.04,-0.48,-2.22,-2.33
0.30,0.57,10.09,-0.42,-2.31,-2.12
0.31,0.54,10.06,-0.48,-2.17,-2.24
0.30,0.51,10.11,-0.58,-2.57,-1.82
0.29,0.54,10.10,-0.76,-2.38,-2.05
0.29,0.55,10.10,-0.40,-2.60,-2.45
0.28,0.57,10.10,-0.56,-2.28,-2.16
0.28,0.57,10.10,-0.63,-2.42,-2.14
0.30,0.54,10.11,-0.38,-2.51,-2.43
0.30,0.56,10.08,-0.72,-2.30,-2.26
0.32,0.53,10.08,-0.61,-2.55,-2.16
0.31,0.56,10.11,-0.41,-2.60,-1.86
0.28,0.56,10.11,-0.67,-2.59,-2.05
0.27,0.54,10.08,-0.49,-2.49,-2.09
0.30,0.56,10.11,-0.69,-2.07,-2.20
0.28,0.57,10.07,-0.26,-2.14,-2.15
0.30,0.54,10.07,-0.57,-2.42,-2.10
0.28,0.56,10.06,-0.53,-2.64,-2.19
0.33,0.53,10.07,-0.49,-2.09,-2.06
0.32,0.54,10.08,-0.54,-2.16,-2.08
0.28,0.57,10.07,-0.61,-2.46,-2.20
0.28,0.55,10.08,-0.52,-2.19,-2.14
0.28,0.57,10.05,-0.65,-2.22,-2.08
0.28,0.56,10.05,-0.50,-2.45,-2.06
0.31,0.55,10.08,-0.49,-2.56,-2.28
0.32,0.57,10.11,-0.64,-2.55,-2.52
0.30,0.54,10.03,-0.61,-2.27,-2.11
0.30,0.54,10.04,-0.63,-2.33,-2.00
0.32,0.57,10.12,-0.52,-2.25,-2.27
0.28,0.52,10.05,-0.64,-2.32,-2.07
0.33,0.56,10.08,-0.36,-2.41,-2.38
0.32,0.57,10.12,-0.54,-2.32,-2.08
0.31,0.53,10.08,-0.57,-2.29,-2.25
0.29,0.54,10.05,-0.58,-2.32,-2.40
0.29,0.48,10.07,-0.41,-2.28,-2.11
0.30,0.55,10.08,-0.51,-2.25,-2.24
0.30,0.55,10.13,-0.44,-2.41,-2.19
0.29,0.54,10.07,-0.44,-2.43,-2.29
0.32,0.55,10.14,-0.43,-2.48,-2.43
0.30,0.53,10.13,-0.60,-2.37,-2.58
0.26,0.56,10.09,-0.52,-2.11,-2.15
0.28,0.54,10.12,-0.36,-2.18,-2.08
0.27,0.56,10.06,-0.55,-2.25,-2.48
0.28,0.53,10.11,-0.42,-2.24,-2.00
0.30,0.53,10.14,-0.45,-2.45,-2.33
0.29,0.57,10.07,-0.35,-2.54,-2.12
0.33,0.55,10.05,-0.51,-2.17,-2.34
0.30,0.52,10.06,-0.55,-2.33,-2.46
0.25,0.55,10.08,-0.40,-2.45,-2.31
0.29,0.51,10.12,-0.59,-2.38,-2.49
0.29,0.51,10.09,-0.52,-2.12,-2.38
0.33,0.59,10.12,-0.49,-2.25,-2.35
0.30,0.56,10.09,-0.55,-2.69,-1.88
0.32,0.56,10.13,-0.65,-2.29,-2.40
0.28,0.56,10.05,-0.32,-2.25,-2.33
0.31,0.56,10.08,-0.62,-2.39,-2.38
0.33,0.55,10.15,-0.42,-2.31,-2.45
0.28,0.56,10.12,-0.64,-2.18,-2.15
0.27,0.55,10.06,-0.41,-2.35,-2.41
0.28,0.57,10.07,-0.41,-2.38,-2.55
0.29,0.50,10.11,-0.47,-2.72,-2.13
0.28,0.53,10.09,-0.48,-2.55,-2.07
0.30,0.55,10.01,-0.42,-2.35,-2.15
0.30,0.55,10.07,-0.64,-2.59,-1.98
0.28,0.52,10.06,-0.59,-2.41,-2.16
0.29,0.52,10.09,-0.57,-2.15,-2.39
0.32,0.56,10.06,-0.63,-2.36,-2.08
0.30,0.55,10.10,-0.62,-2.42,-2.05
0.32,0.57,10.09,-0.58,-2.40,-2.48
0.28,0.58,10.13,-0.51,-2.15,-2.32
0.30,0.59,10.07,-0.53,-2.38,-2.05
0.28,0.56,10.08,-0.41,-2.32,-2.18
0.28,0.53,10.10,-0.45,-2.45,-2.15
0.29,0.57,10.08,-0.62,-2.48,-2.21
0.26,0.51,10.07,-0.52,-2.23,-2.12
0.33,0.57,10.07,-0.59,-2.28,-2.08
0.29,0.56,10.07,-0.69,-2.33,-2.04
0.28,0.53,10.10,-0.44,-2.25,-2.29
0.28,0.56,10.18,-0.45,-2.48,-2.17
0.28,0.53,10.11,-0.62,-2.12,-2.15
0.29,0.53,10.08,-0.72,-2.31,-2.15
0.29,0.56,10.12,-0.60,-2.32,-2.22
0.28,0.58,10.02,-0.62,-2.38,-2.10
0.26,0.55,10.09,-0.58,-2.35,-1.97
0.28,0.54,10.09,-0.40,-2.35,-2.25
0.28,0.52,10.08,-0.76,-2.28,-2.35
0.24,0.57,10.08,-0.61,-2.35,-2.21
0.32,0.55,10.08,-0.58,-2.28,-2.36
0.30,0.55,10.05,-0.64,-2.42,-2.20
0.28,0.54,10.10,-0.60,-2.17,-2.48
0.28,0.59,10.01,-0.60,-2.20,-1.95
0.30,0.56,10.14,-0.54,-2.54,-1.98
0.28,0.53,10.05,-0.61,-2.41,-2.22
0.32,0.54,10.13,-0.62,-2.44,-2.30
0.30,0.52,10.11,-0.53,-2.35,-1.93
0.29,0.56,10.09,-0.68,-2.38,-2.22
0.28,0.56,10.08,-0.39,-2.57,-2.33
0.29,0.54,10.10,-0.68,-2.23,-1.87
0.27,0.52,10.11,-0.53,-2.35,-2.22
0.30,0.57,10.06,-0.45,-2.50,-2.13
0.28,0.56,10.12,-0.72,-2.53,-2.54
0.28,0.51,10.13,-0.75,-2.32,-2.13
0.32,0.52,10.04,-0.59,-2.29,-2.24
0.29,0.56,10.16,-0.37,-2.70,-2.21
0.31,0.59,10.11,-0.82,-2.29,-2.23
0.31,0.56,10.04,-0.68,-2.33,-2.34
0.28,0.52,10.08,-0.81,-2.25,-2.28
0.31,0.60,10.03,-0.24,-2.32,-2.33
0.26,0.56,10.06,-0.46,-2.42,-2.40
0.29,0.56,10.12,-0.53,-2.64,-2.12
0.28,0.54,10.09,-0.39,-2.39,-2.52
0.26,0.55,10.13,-0.41,-2.35,-1.94
0.29,0.56,10.06,-0.57,-2.54,-2.22
0.29,0.57,10.06,-0.60,-2.33,-2.05
0.31,0.52,10.06,-0.46,-2.10,-2.06
0.30,0.57,10.07,-0.55,-2.42,-2.08
0.28,0.55,10.11,-0.75,-2.48,-2.17
0.28,0.57,10.08,-0.25,-2.43,-2.02
0.30,0.57,10.10,-0.63,-2.25,-2.38
0.26,0.56,10.11,-0.66,-2.42,-2.05
0.27,0.56,10.08,-0.35,-2.41,-2.17
0.31,0.53,10.07,-0.56,-2.13,-2.17
0.31,0.52,10.09,-0.44,-2.46,-2.18
0.29,0.58,10.10,-0.25,-2.52,-2.29
0.30,0.58,10.09,-0.42,-2.50,-2.28
0.26,0.57,10.04,-0.62,-2.25,-2.35
0.32,0.55,10.08,-0.52,-2.22,-2.21
0.29,0.53,10.13,-0.66,-2.38,-2.24
0.30,0.56,10.09,-0.54,-2.14,-2.23
0.32,0.55,10.07,-0.59,-2.21,-2.07
0.25,0.54,10.06,-0.62,-2.44,-2.09
0.30,0.54,10.09,-0.54,-2.33,-2.34
0.32,0.54,10.04,-0.57,-2.45,-2.28
0.29,0.57,10.07,-0.54,-2.22,-2.06
0.32,0.56,10.10,-0.59,-2.43,-2.35
0.28,0.56,10.06,-0.54,-2.36,-2.46
0.29,0.57,10.10,-0.48,-2.15,-2.26
0.30,0.56,10.08,-0.58,-2.42,-2.24
0.30,0.53,10.12,-0.58,-2.40,-1.96
0.32,0.53,10.06,-0.51,-2.45,-2.10
0.29,0.54,10.06,-0.48,-2.44,-2.15
0.27,0.56,10.08,-0.51,-2.48,-2.28
0.34,0.57,10.02,-0.65,-2.35,-2.24
0.33,0.54,10.06,-0.52,-2.58,-2.43
0.36,0.59,10.10,-0.48,-2.13,-2.40
0.30,0.59,10.11,-0.55,-2.37,-2.35
0.33,0.55,10.07,-0.62,-2.50,-2.30
0.30,0.55,10.18,-0.57,-2.21,-2.20
0.28,0.57,10.08,-0.51,-2.55,-2.45
0.30,0.57,10.06,-0.77,-2.18,-2.23
0.31,0.51,10.07,-0.55,-2.45,-2.25
0.28,0.57,10.16,-0.62,-2.27,-2.29
0.30,0.55,10.06,-0.32,-2.40,-2.15
0.28,0.53,10.10,-0.57,-2.48,-2.05
0.29,0.58,10.08,-0.60,-2.32,-2.30
0.33,0.54,10.08,-0.62,-2.28,-2.29
0.29,0.55,10.10,-0.38,-2.50,-2.35
0.30,0.57,10.07,-0.41,-2.52,-2.18
0.31,0.54,10.13,-0.54,-2.08,-2.07
0.33,0.56,10.05,-0.61,-2.33,-2.31
0.29,0.57,10.08,-0.49,-2.21,-2.38
0.29,0.57,10.13,-0.73,-2.16,-2.30
0.30,0.55,10.12,-0.33,-2.52,-2.14
0.31,0.56,10.07,-0.44,-2.12,-2.38
0.27,0.52,10.06,-0.65,-2.35,-2.11
0.32,0.54,10.03,-0.50,-2.38,-2.22
0.33,0.53,10.12,-0.47,-2.52,-2.29
0.27,0.56,10.08,-0.36,-2.35,-2.04
0.30,0.54,10.06,-0.42,-2.22,-2.23
0.31,0.56,10.12,-0.50,-2.72,-2.36
0.28,0.58,10.09,-0.73,-2.49,-2.34
0.29,0.58,10.08,-0.48,-2.38,-2.10
0.30,0.54,10.10,-0.41,-2.39,-2.21
0.27,0.56,10.06,-0.78,-2.09,-2.25
0.31,0.54,10.20,-0.58,-2.30,-1.95
0.30,0.55,10.14,-0.44,-2.32,-2.19
0.29,0.54,10.07,-0.53,-2.45,-2.11
0.33,0.56,10.11,-0.31,-2.42,-2.22
0.30,0.55,10.09,-0.45,-2.14,-2.45
0.28,0.59,10.07,-0.52,-2.54,-2.47
0.28,0.52,10.07,-0.52,-2.34,-2.20
0.28,0.54,10.07,-0.48,-2.06,-2.31
0.28,0.58,10.12,-0.58,-2.34,-2.32
0.29,0.57,10.08,-0.36,-2.38,-2.12
0.29,0.56,10.13,-0.57,-2.32,-2.34
0.32,0.54,10.10,-0.48,-2.42,-2.51
0.30,0.56,10.09,-0.57,-2.38,-2.17
0.29,0.51,10.09,-0.59,-2.36,-2.12
0.33,0.54,10.01,-0.57,-2.25,-2.32
0.29,0.54,10.10,-0.62,-2.45,-2.16
0.28,0.51,10.06,-0.46,-2.48,-2.04
0.28,0.58,10.07,-0.70,-2.52,-2.26
0.30,0.50,10.07,-0.43,-2.16,-2.37
0.28,0.54,10.02,-0.72,-2.33,-2.43
0.29,0.52,10.09,-0.29,-2.28,-2.42
0.29,0.53,10.12,-0.48,-2.18,-2.44
0.32,0.54,10.08,-0.42,-2.27,-2.28
0.28,0.55,10.09,-0.52,-2.40,-2.23
0.29,0.59,10.03,-0.45,-2.44,-1.94
0.26,0.55,10.08,-0.77,-2.11,-2.42
0.28,0.54,10.07,-0.73,-2.27,-2.32
0.29,0.57,10.07,-0.54,-2.15,-2.46
0.33,0.56,10.11,-0.67,-2.35,-2.03
0.30,0.55,10.09,-0.40,-2.28,-2.19
0.30,0.58,10.07,-0.61,-2.56,-2.00
0.30,0.53,10.11,-0.56,-2.48,-1.86
0.32,0.55,10.04,-0.56,-2.22,-2.10
0.28,0.54,10.08,-0.38,-2.37,-2.15
0.28,0.57,10.06,-0.72,-2.46,-2.19
0.29,0.57,10.12,-0.64,-2.48,-2.15
0.29,0.57,10.02,-0.64,-2.28,-2.35
0.34,0.52,10.06,-0.73,-2.54,-2.22
0.29,0.55,10.12,-0.58,-2.14,-2.20
0.28,0.54,10.12,-0.69,-2.66,-2.23
0.24,0.56,10.05,-0.56,-2.45,-2.24
0.29,0.54,10.10,-0.68,-2.35,-2.18
0.30,0.56,10.07,-0.42,-2.33,-2.34
0.31,0.54,10.12,-0.59,-2.42,-2.22
0.31,0.58,10.13,-0.38,-2.60,-2.15
0.30,0.55,10.11,-0.56,-2.45,-2.26
